card,card_type,ability,part,timing,attack_side,resolution,affects_self,affects_others,conditional,limit,surge_option,effect,pipelines,notes
Nexu (Elite),DC,Cunning,1,attack:modifiers,defender,automatic,TRUE,None,None,None,FALSE,"While defending, apply +1 Block to the defense results for each Evade result",None,None
Nexu (Elite),DC,Non-Sentient,1,always,None,automatic,TRUE,None,None,None,FALSE,You cannot interact,None,None
Nexu (Regular),DC,Pounce,1,special_action,None,prompt,TRUE,None,None,None,FALSE,"Place your figure in an empty space within 3 spaces, then you may perform an attack",move,None
Nexu (Regular),DC,Cunning,1,attack:modifiers,defender,automatic,TRUE,None,None,None,FALSE,"While defending, apply +1 Block to the defense results for each Evade result",None,None
Nexu (Regular),DC,Non-Sentient,1,always,None,automatic,TRUE,None,None,None,FALSE,You cannot interact,None,None
Obi-Wan Kenobi,DC,Alter Mind,1,always,None,automatic,FALSE,hostile figures with cost 9 or less within 3 spaces,None,None,FALSE,Hostile figures with figure cost 9 or less within 3 spaces cannot interact and are not counted for control,None,None
Obi-Wan Kenobi,DC,Strike Me Down,1,attack:on_declare,defender,prompt,TRUE,None,an attack targeting you is declared,None,FALSE,"When an attack targeting you is declared, you may reduce your figure cost by 3; if you do, you are then defeated",None,None
Obi-Wan Kenobi,DC,Into the Force,1,when_defeated,None,prompt,FALSE,another friendly figure,None,None,FALSE,"When you are defeated, choose another friendly figure; that figure becomes Focused",condition,None
Onar Koma,DC,Rush,1,special_action,None,prompt,TRUE,an adjacent SMALL figure,None,None,FALSE,"Move up to 4 spaces, then you may push an adjacent SMALL figure up to 1 space; if you do, you and that figure suffer 1 Damage",movement;push;damage,None
Onar Koma,DC,Get Down,1,attack:modifiers,defender,prompt,TRUE,a small figure within 2 spaces,a small figure within 2 spaces is defending,once per round,FALSE,"While a small figure within 2 spaces is defending, you may apply +1 Block or +1 Evade to the defense results",None,None
Onar Koma,DC,Immune,1,always,None,automatic,TRUE,None,None,None,FALSE,You cannot gain HARMFUL conditions,None,None
Pit Droid,Companion DC,Useful,1,always,None,automatic,TRUE,adjacent heroes,None,None,FALSE,You can retrieve crates; adjacent heroes can interact with crates you are carrying,interact,None
Pit Droid,Companion DC,Shiny,1,end_of_round,None,automatic,TRUE,heroes,you are on the map at the end of the mission,None,FALSE,"If you are on the map at the end of the mission, heroes gain 50 credits",None,end of mission timing
Probe Droid (Elite),DC,Targeting Computer,1,attack:rerolls,attacker,prompt,TRUE,None,None,None,FALSE,"While attacking, you may reroll 1 attack die",reroll,None
Probe Droid (Elite),DC,Self-Destruct,1,end_of_round,None,prompt,TRUE,each adjacent figure or object,None,None,FALSE,"Roll 1 red die; each adjacent figure or object suffers Damage equal to the Damage results, then you are defeated",damage,None
Probe Droid (Regular),DC,Self-Destruct,1,end_of_round,None,prompt,TRUE,each adjacent figure and object,None,None,FALSE,"Roll 1 red die; each adjacent figure and object suffers Damage equal to the Damage results, then you are defeated",damage,None
Purge Commander (Elite),DC,Shock Grenade,1,special_action,None,prompt,FALSE,each other figure on or adjacent to chosen space within 3,If you rolled a Surge those figures become Weakened,None,FALSE,Choose a space within 3 spaces and roll 1 green die; each other figure on or adjacent to that space suffers Damage equal to the Damage results; on a Surge they become Weakened,damage;condition,None
Purge Commander (Elite),DC,Coordinated Hunt,1,attack:rerolls,attacker,prompt,TRUE,a friendly HUNTER in your line of sight,while you or a friendly HUNTER in line of sight is attacking,one per attack,FALSE,"While you or a friendly HUNTER in your line of sight is attacking, it may reroll 1 attack die",reroll,None
Purge Trooper (Elite),DC,Imperial Loadout,1,when_deployed,None,automatic,TRUE,None,None,None,FALSE,"When you are deployed, gain 1 Loadout card from the supply",None,None
Purge Trooper (Elite),DC,On the Hunt,1,special_action,None,prompt,TRUE,a unique hostile figure (attack target),target must be a unique hostile figure,None,FALSE,"Move up to 2 spaces, then perform an attack targeting a unique hostile figure; apply +1 Damage to the attack results",movement;damage,None
R2-D2,DC,Scomp Link,1,special_action,None,automatic,TRUE,None,if you are adjacent to a terminal,None,FALSE,"If you are adjacent to a terminal, your player draws 1 Command card",cc_draw,None
R2-D2,DC,Service,1,special_action,None,prompt,TRUE,you or an adjacent friendly DROID or VEHICLE,None,None,FALSE,You or an adjacent friendly DROID or VEHICLE recovers 1 Damage,recover,None
R2-D2,DC,Lucky,1,attack:modifiers,defender,automatic,TRUE,None,if you roll a blank result while defending,None,FALSE,"While defending, if you roll a blank result, add +1 Dodge to the defense results",None,None
Rancor,DC,Crippling Blow,1,special_action,None,prompt,TRUE,the attack target,None,None,FALSE,"Perform an attack; after it resolves, if it did not miss, the defender becomes Stunned",condition,None
Rancor,DC,Trained,1,attack:rerolls,attacker,prompt,TRUE,None,None,None,FALSE,"While attacking, you may suffer 1 Strain to reroll 1 attack die",strain;reroll,None
Rancor,DC,Voracious,1,start_of_activation,None,prompt,TRUE,a friendly non-companion figure within 2,at the start of another figure's activation,once per round,FALSE,"At the start of another figure's activation, you may defeat a friendly non-companion figure within 2 spaces to recover 2 Damage and ready your Deployment card",recover,None
Rebel Pathfinder (Elite),DC,Infiltration,1,after_deployment,None,prompt,TRUE,None,None,None,FALSE,"After deployment, you may move up to 6 spaces",movement,None
Rebel Pathfinder (Elite),DC,Light It Up,1,attack:rerolls,attacker,prompt,TRUE,the attack target,if the target did not have line of sight to you at the start of your activation,None,FALSE,"While attacking, if the target did not have line of sight to you at the start of your activation, you may reroll up to 1 attack die",reroll,None
Rebel Pathfinder (Elite),DC,Distracting Fire,1,attack:after_resolves,attacker,prompt,TRUE,the defender's group,if the attack did not miss,once per group per round,FALSE,"After resolving an attack, if it did not miss, you may force the defender's group to activate next if able",None,None
Rebel Saboteur (Elite),DC,Overload,1,spend_surges,attacker,automatic,TRUE,None,None,twice per attack,FALSE,You can trigger the same Surge ability up to twice per attack,None,None
Rebel Saboteur (Elite),DC,Priority Target,1,attack:on_declare,attacker,automatic,TRUE,None,None,None,FALSE,Figures do not block line of sight for this figure's attacks,None,keyword ability
Rebel Saboteur (Regular),DC,Overload,1,spend_surges,attacker,automatic,TRUE,None,None,twice per attack,FALSE,You can trigger the same Surge ability up to twice per attack,None,None
Rebel Trooper (Elite),DC,Get into Position,1,special_action,None,prompt,TRUE,None,None,None,FALSE,Move up to 4 spaces and become Focused (double action special),movement,Double Action: move up to 4 + Focus self [CHANGED 2026-06-21 IACP update — does not match printed text]
Rebel Trooper (Elite),DC,Aim,1,attack:modifiers,attacker,automatic,TRUE,None,if you have not exited your space during this activation,None,FALSE,"If you have not exited your space during this activation, apply +1 Damage and +2 Accuracy to your attack results",damage,Per-FIGURE activation (matches Regular Aim) [CHANGED 2026-06-21 IACP update — does not match printed text]
Rebel Trooper (Elite),DC,Get Ready,1,start_of_activation,None,prompt,TRUE,a friendly figure in your group,None,None,FALSE,"At the start of your activation, a friendly figure in your group may interrupt to move 1 space",movement,New optional start-of-activation interrupt [CHANGED 2026-06-21 IACP update — does not match printed text]
Rebel Trooper (Regular),DC,Aim,1,attack:modifiers,attacker,automatic,TRUE,None,if you have not exited your space during this activation,None,FALSE,"If you have not exited your space during this activation, apply +1 Damage and +2 Accuracy to your attack results",damage,None
Riot Trooper (Elite),DC,Weaken,1,attack:after_resolves,attacker,automatic,TRUE,the attack target,None,None,FALSE,Your attacks apply Weakened to the target,condition,passive
Riot Trooper (Elite),DC,Stun Batons,1,attack:after_resolves,attacker,automatic,TRUE,the attack target,if the target suffered any Damage,None,FALSE,"After you resolve an attack, if the target suffered any Damage, it also suffers 1 Strain",strain,None
Riot Trooper (Elite),DC,Shield,1,end_of_activation,None,automatic,TRUE,None,if you have no Block Tokens,None,FALSE,"At the end of your activation, if you have no Block Tokens, gain 1 Block Token",None,None
Riot Trooper (Elite),DC,Professional,1,attack:rerolls,attacker,prompt,TRUE,None,None,None,FALSE,"While attacking, you may reroll 1 attack die",reroll,None
Riot Trooper (Regular),DC,Stun Batons,1,attack:after_resolves,attacker,automatic,TRUE,the attack target,if the target suffered any Damage results,None,FALSE,"After you resolve an attack, if the target suffered any Damage results, it also suffers 1 Strain",strain,None
Riot Trooper (Regular),DC,Shield,1,end_of_activation,None,automatic,TRUE,None,if you have no Block tokens,None,FALSE,"At the end of your activation, if you have no Block tokens, gain 1 Block token",None,None
Royal Guard (Elite),DC,Sentinel,1,attack:modifiers,defender,automatic,FALSE,a friendly non-GUARDIAN figure (the defending figure),while a friendly non-GUARDIAN figure is defending and you are adjacent to the targeted space,1 Sentinel or Protector per attack,FALSE,"While a friendly non-GUARDIAN figure is defending and you are adjacent to the targeted space, apply +1 Block to the defense results",None,None
Royal Guard (Elite),DC,Forward Vengeance,1,when_defeated,None,prompt,TRUE,None,when an adjacent friendly non-GUARDIAN non-companion figure is defeated,None,FALSE,"When an adjacent, friendly, non-GUARDIAN, non-companion figure is defeated, you become Focused and may move 1 space",movement,None
Royal Guard (Elite),DC,Professional,1,attack:rerolls,attacker,prompt,TRUE,None,None,None,FALSE,"While attacking, you may reroll 1 attack die",reroll,None
Royal Guard (Regular),DC,Sentinel,1,attack:modifiers,defender,automatic,FALSE,a friendly non-GUARDIAN figure (the defending figure),while a friendly non-GUARDIAN figure is defending and you are adjacent to the targeted space,1 Sentinel or Protector per attack,FALSE,"While a friendly non-GUARDIAN figure is defending and you are adjacent to the targeted space, apply +1 Block to the defense results",None,None
Royal Guard (Regular),DC,Vengeance,1,when_defeated,None,automatic,TRUE,None,when an adjacent friendly non-GUARDIAN figure is defeated,None,FALSE,"When an adjacent, friendly, non-GUARDIAN figure is defeated, you become Focused",None,None
Royal Guard Champion,DC,Brutality,1,special_action,None,prompt,TRUE,two attack targets,each attack must have a different target,None,FALSE,Perform 2 attacks; each attack must have a different target,damage,None
Royal Guard Champion,DC,Executor,1,when_defeated,None,prompt,TRUE,None,when a friendly figure within 3 spaces is defeated,once per round,FALSE,"When a friendly figure within 3 spaces is defeated, you may interrupt to move up to 2 spaces and then perform an attack",movement;damage,None
Royal Guard Champion,DC,Overpower,1,attack:rerolls,attacker,prompt,TRUE,None,while attacking,None,FALSE,"While attacking, you may reroll 1 red die",reroll,None
Royal Guard Champion,DC,Overpower,2,attack:rerolls,defender,prompt,TRUE,None,while defending,None,FALSE,"While defending, you may reroll 1 black die",reroll,None
Sabine Wren,DC,Evasive Maneuver,1,special_action,None,prompt,TRUE,None,None,None,FALSE,"Move up to 2 spaces, then recover 2 Damage",movement;recover,None
Sabine Wren,DC,Parting Gift,1,during_activation,None,prompt,FALSE,each other figure and object on or adjacent to chosen space within 3,None,once per activation,FALSE,Choose a space within 3 spaces and roll 1 green die; each other figure and object on or adjacent to that space suffers Damage equal to the Damage results,damage,None
Salacious B. Crumb,Companion DC,Swipe,1,during_activation,None,automatic,FALSE,a hostile figure in the entered space,when you activate in or enter a space containing a hostile figure,once per figure per round,FALSE,"When you activate in or enter a space containing a hostile figure, it suffers 1 Damage",damage,None
Salacious B. Crumb,Companion DC,Scratch,1,special_action,None,prompt,FALSE,an adjacent hostile figure,None,None,FALSE,Choose an adjacent hostile figure; that figure suffers 1 Damage,damage,None
Saska Teft,DC,Unstable Devices,1,during_activation,None,prompt,TRUE,a friendly figure in your line of sight,None,once per activation,FALSE,A friendly figure in your line of sight may gain 1 Device token,None,None
